trial_id,sign_name,time_ms,flex1,flex2,flex3,flex4,flex5,ax,ay,az,gx,gy,gz
1,testssssssss,2544.0,243,1100,1211,1021,834,-0.0193,0.0164,1.0025,-0.316,0.627,0.059
1,testssssssss,2557.0,583,435,1209,352,1267,-0.022,0.0137,1.0005,-0.667,0.703,0.067
1,testssssssss,2570.0,234,647,1063,567,400,-0.0191,0.0098,0.9995,-0.804,0.512,0.044
1,testssssssss,2583.0,1067,282,745,363,751,-0.0201,0.0098,0.9981,-0.484,0.619,0.006
1,testssssssss,2596.0,709,1069,381,515,935,-0.0193,0.0122,0.9993,-0.545,0.627,0.12
1,testssssssss,2609.0,551,1201,600,1268,628,-0.0171,0.0154,0.9991,-0.43,0.642,0.075
1,testssssssss,2622.0,826,569,672,530,569,-0.0223,0.0132,1.0035,-0.484,0.497,0.021
1,testssssssss,2635.0,926,633,444,1005,792,-0.021,0.0193,1.0015,-0.316,0.673,0.075
1,testssssssss,2648.0,528,553,993,324,1215,-0.0232,0.01,1.0027,-0.514,0.787,0.059
1,testssssssss,2661.0,854,382,1202,528,997,-0.022,0.0173,0.9978,-0.438,0.52,0.136
1,testssssssss,2674.0,500,1286,670,640,879,-0.0213,0.0129,1.0003,-0.766,0.535,-0.025
1,testssssssss,2687.0,428,604,368,337,275,-0.022,0.0137,0.9993,-0.575,0.512,0.189
1,testssssssss,2700.0,215,1094,243,1193,498,-0.0179,0.0068,0.9937,-0.552,0.535,0.052
1,testssssssss,2713.0,534,749,947,1280,1280,-0.0186,0.0154,0.9944,-0.255,0.65,0.159
1,testssssssss,2726.0,740,394,1284,1174,539,-0.021,0.0164,1.0039,-0.316,0.695,-0.032
1,testssssssss,2739.0,805,935,955,663,653,-0.0235,0.0166,1.0069,-0.491,0.718,0.09
1,testssssssss,2752.0,366,922,939,1056,201,-0.0201,0.0149,1.0076,-0.522,0.642,0.128
1,testssssssss,2765.0,298,1110,571,221,792,-0.0245,0.0151,1.0015,-0.766,0.573,0.075
1,testssssssss,2778.0,1147,906,515,1208,1254,-0.0225,0.0151,0.9937,-0.339,0.604,0.181
1,testssssssss,2791.0,1055,837,289,646,1245,-0.0252,0.0083,0.9995,-0.598,0.619,-0.002
1,testssssssss,2804.0,370,877,614,558,254,-0.0201,0.0142,0.993,-0.247,0.543,-0.025
1,testssssssss,2817.0,1106,786,211,1189,446,-0.0184,0.0112,1.0061,-0.667,0.581,0.105
1,testssssssss,2830.0,425,743,867,358,318,-0.0247,0.0156,1.0069,-0.247,0.543,0.052
1,testssssssss,2843.0,521,789,693,622,882,-0.0181,0.0129,1.002,-0.873,0.528,0.105
1,testssssssss,2856.0,1160,338,806,1017,924,-0.0191,0.0139,0.9959,-0.56,0.535,0.09
1,testssssssss,2869.0,373,912,285,449,352,-0.0188,0.0107,0.9934,-0.552,0.512,0.128
1,testssssssss,2882.0,1064,744,1131,647,1130,-0.0184,0.0142,1.0015,-0.361,0.665,0.082
