time,ax,ay,az,gx,gy,gz
2079.0,0.9624,0.0505,0.144,-12.842,5.024,12.571
2092.0,0.9632,0.0107,0.1253,-16.247,0.886,12.029
2105.0,0.977,-0.0109,0.1535,-11.812,-4.953,11.281
2118.0,1.0243,0.0088,0.1711,-5.048,-11.877,13.449
2131.0,1.0848,0.0177,0.144,0.303,-16.892,17.441
2144.0,1.0966,0.0571,0.0716,8.226,-13.747,21.433
2157.0,1.0787,0.0823,0.0415,7.333,-3.892,26.212
2170.0,1.0318,0.0427,0.0312,1.692,7.52,28.388
2183.0,0.9959,-0.0053,0.0679,-2.43,17.001,27.441
2196.0,0.9909,-0.0482,0.1181,-5.758,20.253,24.12
2209.0,0.9943,-0.0651,0.1606,-5.3,17.81,18.639
2222.0,1.0029,-0.0328,0.2012,-5.048,11.665,12.326
2235.0,1.0398,0.0095,0.2267,-9.514,3.077,7.647
2248.0,1.0859,0.0271,0.2294,-15.27,-6.64,5.105
2261.0,1.1184,0.0175,0.2087,-20.713,-14.037,4.296
2274.0,1.1378,-0.0084,0.1686,-23.682,-18.014,5.265
2287.0,1.1533,-0.0189,0.1133,-23.43,-18.106,7.433
2300.0,1.1484,-0.0338,0.058,-24.132,-13.579,8.655
2313.0,1.1373,-0.0514,0.0342,-22.545,-6.595,9.372
2326.0,1.1362,-0.0653,0.0402,-20.682,0.008,9.968
2339.0,1.1513,-0.0988,0.0539,-17.667,4.894,9.258
2352.0,1.1953,-0.0985,0.0789,-9.613,7.611,8.143
2365.0,1.2003,-0.0479,0.0741,-2.751,9.848,9.349
2378.0,1.1893,-0.0131,0.0739,-4.186,11.932,13.632
2391.0,1.1794,-0.0546,0.0659,-7.43,13.596,18.502
2404.0,1.1514,-0.1019,0.0605,-5.537,16.489,18.418
2417.0,1.1165,-0.1049,0.0735,-2.72,18.566,13.998
2430.0,1.0861,-0.1022,0.0885,-3.697,17.26,9.571
2443.0,1.0549,-0.11,0.1092,-1.308,13.634,7.044
2456.0,1.0336,-0.0952,0.1192,2.57,8.734,6.617
2469.0,1.0339,-0.0801,0.1169,4.295,4.131,7.349
2482.0,1.0528,-0.0752,0.1024,5.074,2.237,8.052
2495.0,1.052,-0.0765,0.1015,4.684,3.94,5.975
2508.0,1.0366,-0.0759,0.1086,3.494,6.779,3.952
2521.0,1.0059,-0.0938,0.1225,3.318,9.657,2.594
2534.0,0.9737,-0.0956,0.1526,4.242,10.856,1.807
2547.0,0.9582,-0.1033,0.1674,4.394,9.329,0.762
2560.0,0.9576,-0.113,0.1735,6.684,6.833,-0.055
2573.0,0.9666,-0.1069,0.1824,9.463,4.528,-1.307
2586.0,0.9917,-0.0906,0.1895,11.906,2.428,-1.651
2599.0,1.0011,-0.0792,0.1927,12.364,1.726,-0.887
2612.0,1.0014,-0.0708,0.191,10.639,2.039,-0.467
2625.0,0.9982,-0.0686,0.1848,7.272,3.23,0.533
2638.0,0.9856,-0.0927,0.1757,4.837,5.001,0.968
2651.0,0.9751,-0.0972,0.1818,4.387,6.512,0.151
2664.0,0.9582,-0.098,0.1908,2.013,6.665,-1.246
2677.0,0.9548,-0.1036,0.1859,1.394,5.085,-1.62
2690.0,0.9663,-0.1012,0.1877,2.669,3.123,-1.185
2703.0,0.9735,-0.0934,0.1726,3.616,2.169,-0.933
2716.0,0.9784,-0.088,0.162,3.814,2.924,-0.643
2729.0,0.9697,-0.0809,0.1599,2.692,4.856,-1.231
2742.0,0.966,-0.0707,0.1608,0.577,6.268,-2.269
2755.0,0.955,-0.0731,0.1632,-2.102,6.947,-2.597
2768.0,0.9536,-0.0818,0.1685,-3.873,6.192,-3.078
2781.0,0.9603,-0.0934,0.161,-4.094,4.932,-3.177
2794.0,0.962,-0.092,0.1596,-2.361,4.069,-2.925
2807.0,0.9657,-0.0831,0.1618,-0.667,3.153,-2.635
2820.0,0.9786,-0.0773,0.1525,-1.323,2.115,-2.063
2833.0,0.9901,-0.0823,0.1442,-0.606,2.131,-1.765
2846.0,0.9921,-0.0735,0.1409,0.944,3.902,-1.834
2859.0,0.9746,-0.0779,0.135,-0.804,5.802,-2.994
2872.0,0.9604,-0.0721,0.152,-0.842,6.688,-3.383
2885.0,0.9638,-0.0693,0.1702,-0.125,5.68,-3.139
2898.0,0.9775,-0.074,0.1775,-0.697,3.573,-3.353
2911.0,0.9941,-0.0761,0.1765,0.249,2.016,-3.551
2924.0,1.0094,-0.0638,0.1645,2.02,2.092,-3.353
2937.0,0.9968,-0.0595,0.1628,2.211,4.085,-3.796
2950.0,0.9787,-0.0482,0.179,-0.094,4.856,-4.345
2963.0,0.9698,-0.0521,0.1913,-1.781,3.405,-3.956
2976.0,0.9854,-0.0546,0.1975,-1.125,1.291,-3.284
2989.0,0.9953,-0.0472,0.1905,-0.644,-0.373,-3.055
3002.0,0.9913,-0.0405,0.1718,-2.361,-0.35,-2.895
3015.0,0.991,-0.0535,0.161,-4.285,0.55,-2.353
3028.0,0.9972,-0.0659,0.1584,-2.858,2.024,-1.292
3041.0,0.9934,-0.0704,0.1449,-0.705,3.55,-0.658
3054.0,0.9669,-0.0658,0.1526,1.723,5.192,-0.414
3067.0,0.9499,-0.0492,0.1678,2.654,4.924,-0.032
3080.0,0.9567,-0.0381,0.1682,1.203,3.352,0.067
3093.0,0.969,-0.0422,0.1587,-1.339,2.757,-0.139
3106.0,0.9759,-0.0552,0.146,-2.27,3.451,-0.536
3119.0,0.9676,-0.0629,0.1411,-1.407,5.047,-1.063
3132.0,0.955,-0.0566,0.1546,-0.193,5.711,-0.903
3145.0,0.9628,-0.0629,0.1719,0.051,4.482,-0.597
3158.0,0.9764,-0.0741,0.1708,1.623,2.795,-0.376
3171.0,0.9785,-0.0637,0.1796,4.112,2.184,-0.681
3184.0,0.9691,-0.0559,0.1859,3.7,2.596,-1.177
3197.0,0.9649,-0.0476,0.1889,1.967,2.566,-1.345
3210.0,0.9713,-0.0543,0.198,0.234,1.94,-0.406
3223.0,0.9908,-0.066,0.1896,0.654,1.718,0.395
3236.0,0.9857,-0.0686,0.1831,1.555,2.375,0.227
3249.0,0.9803,-0.0624,0.1908,1.432,3.161,0.25
3262.0,0.9655,-0.0601,0.1867,1.448,3.222,0.433
3275.0,0.958,-0.0613,0.1911,-0.232,2.795,0.151
