time,ax,ay,az,gx,gy,gz
468.0,0.9589,-0.015,0.1664,7.387,-1.541,-3.452
481.0,0.9597,0.0228,0.1347,5.394,0.657,-2.559
494.0,0.9628,0.0341,0.1469,2.745,2.81,-0.765
507.0,0.96,0.0221,0.1696,0.753,4.153,0.937
520.0,0.96,0.0066,0.1986,0.295,4.611,2.021
533.0,0.9558,-0.0004,0.2063,-0.048,4.1,2.731
546.0,0.9569,-0.0039,0.2083,0.188,4.146,3.395
559.0,0.9574,-0.0046,0.2019,0.539,4.298,4.258
572.0,0.9671,-0.0239,0.2096,-0.026,5.352,5.006
585.0,0.971,-0.045,0.2466,0.242,5.535,4.609
598.0,0.9726,-0.0559,0.2652,1.913,3.749,3.548
611.0,0.9724,-0.0453,0.2461,4.31,2.085,2.548
624.0,0.9727,-0.0375,0.2299,5.425,0.848,2.151
637.0,0.9691,-0.0331,0.213,5.585,0.879,2.227
650.0,0.9701,-0.0344,0.2068,4.005,1.314,2.38
663.0,0.9627,-0.0354,0.2148,2.967,2.169,2.304
676.0,0.9679,-0.0382,0.224,2.577,1.489,2.082
689.0,0.9672,-0.0361,0.1996,2.982,0.879,1.876
702.0,0.9685,-0.0367,0.1855,2.715,1.627,1.609
715.0,0.9669,-0.0334,0.1903,2.211,2.65,1.533
728.0,0.9614,-0.0361,0.1877,0.829,3.291,1.754
741.0,0.9614,-0.0425,0.2124,-0.27,4.199,1.609
754.0,0.9613,-0.0404,0.2305,0.051,3.863,1.624
767.0,0.9632,-0.0415,0.2334,0.974,2.947,1.525
780.0,0.965,-0.0385,0.2209,0.547,2.68,1.632
793.0,0.9649,-0.0433,0.2211,-2.087,2.81,1.823
806.0,0.9666,-0.0529,0.2375,-3.255,2.894,1.846
819.0,0.968,-0.0587,0.2397,-2.453,2.657,1.67
832.0,0.9672,-0.0696,0.2434,-1.003,2.413,1.288
845.0,0.9693,-0.0706,0.2415,0.577,1.604,0.609
858.0,0.9671,-0.0686,0.2311,0.929,1.016,-0.055
871.0,0.9638,-0.0623,0.2237,0.707,0.779,-0.452
884.0,0.9654,-0.0568,0.2179,-0.629,0.787,-0.727
897.0,0.9647,-0.0519,0.2198,-0.079,0.505,-1.177
910.0,0.965,-0.0442,0.2105,0.41,0.482,-1.116
923.0,0.9626,-0.0402,0.1993,0.119,0.673,-0.971
936.0,0.9599,-0.0336,0.1953,-0.377,1.161,-0.78
949.0,0.9608,-0.0339,0.1933,-0.735,1.886,-0.551
962.0,0.9574,-0.0306,0.1944,-1.606,2.566,-0.437
975.0,0.9627,-0.028,0.204,-1.514,3.024,-0.261
988.0,0.9657,-0.0315,0.2172,-1.01,3.077,-0.109
1001.0,0.9677,-0.0313,0.222,-0.27,2.596,-0.025
1014.0,0.9632,-0.0253,0.2176,0.6,2.237,-0.048
1027.0,0.9663,-0.027,0.2115,0.906,2.436,0.265
1040.0,0.9655,-0.0277,0.2148,0.257,2.321,0.326
1053.0,0.9677,-0.0338,0.2083,-0.308,2.474,0.471
1066.0,0.9654,-0.0399,0.2091,-0.155,2.802,0.555
1079.0,0.9702,-0.041,0.2189,0.326,2.97,0.51
1092.0,0.9677,-0.043,0.2141,-0.445,2.963,0.487
1105.0,0.9677,-0.0499,0.222,-0.445,3.352,0.212
1118.0,0.9668,-0.0499,0.2322,0.028,3.077,0.052
1131.0,0.9679,-0.058,0.2414,0.868,2.39,-0.376
1144.0,0.967,-0.0474,0.2279,0.791,1.657,-0.582
1157.0,0.9674,-0.0543,0.2233,-0.529,1.375,-0.826
1170.0,0.9654,-0.0547,0.2179,-1.27,1.352,-1.246
1183.0,0.9657,-0.0493,0.2185,-1.087,1.497,-1.521
1196.0,0.9635,-0.0421,0.2121,0.219,1.81,-1.742
1209.0,0.9593,-0.0332,0.2176,0.28,1.993,-1.612
1222.0,0.9615,-0.0243,0.2148,-0.224,2.184,-1.414
1235.0,0.9588,-0.019,0.2165,-1.644,2.36,-0.994
1248.0,0.9575,-0.0217,0.2166,-2.59,2.268,-0.872
1261.0,0.9607,-0.0211,0.2185,-2.132,2.68,-0.666
1274.0,0.9597,-0.021,0.2237,-0.484,2.398,-0.399
1287.0,0.9554,-0.016,0.2063,0.57,1.55,0.097
1300.0,0.9571,-0.0112,0.1905,-0.087,2.298,0.471
1313.0,0.9575,-0.0079,0.2003,-0.56,3.26,0.846
1326.0,0.9574,-0.0076,0.1952,0.051,3.833,1.632
1339.0,0.9593,-0.015,0.2058,0.997,4.642,2.365
1352.0,0.9588,-0.0212,0.2043,1.348,5.115,3.044
1365.0,0.9609,-0.0337,0.2119,0.654,5.199,3.533
1378.0,0.9675,-0.0511,0.2227,-0.041,5.466,3.54
1391.0,0.9672,-0.0586,0.2305,-0.697,5.543,3.052
1404.0,0.9682,-0.0646,0.2493,-0.819,5.512,2.525
1417.0,0.9668,-0.0343,0.2411,1.341,4.405,2.685
1430.0,0.9686,-0.0739,0.2596,0.066,4.489,2.479
1443.0,0.9688,-0.0657,0.2687,2.119,2.818,1.197
1456.0,0.9692,-0.0602,0.2547,2.02,1.245,0.586
1469.0,0.9694,-0.0641,0.2417,3.532,0.757,-0.009
1482.0,0.9643,-0.0449,0.2253,3.837,0.207,-0.338
