time,ax,ay,az,gx,gy,gz
5407.0,0.6833,0.735,0.4793,3.776,-1.022,-6.124
5420.0,0.6783,0.7209,0.4738,-0.102,-0.396,-2.383
5433.0,0.6683,0.6847,0.4683,-2.545,-0.511,0.769
5446.0,0.6662,0.6539,0.448,-2.98,-0.869,2.861
5459.0,0.6685,0.6239,0.4414,-2.377,-0.037,4.586
5472.0,0.6704,0.602,0.4475,-0.804,0.26,5.059
5485.0,0.6651,0.5885,0.4579,1.669,0.291,4.502
5498.0,0.6582,0.6012,0.4721,4.631,-0.083,4.143
5511.0,0.6626,0.6327,0.4649,6.501,0.008,4.823
5524.0,0.6607,0.6478,0.463,2.997,0.611,5.96
5537.0,0.6601,0.6282,0.4611,-2.01,1.26,7.334
5550.0,0.6565,0.5909,0.4706,-4.743,1.512,7.662
5563.0,0.6558,0.5569,0.4787,-2.087,0.497,6.739
5576.0,0.6527,0.5674,0.4884,5.669,-1.144,5.708
5589.0,0.6582,0.6211,0.4868,11.02,-3.564,5.548
5602.0,0.6754,0.6816,0.4704,12.959,-5.373,7.403
5615.0,0.6989,0.7168,0.4595,9.868,-5.755,10.227
5628.0,0.7094,0.7266,0.4518,7.44,-4.953,14.471
5641.0,0.7114,0.7257,0.4513,6.654,-4.228,19.418
5654.0,0.7087,0.7259,0.4573,7.807,-4.251,24.746
5667.0,0.7115,0.7334,0.4485,7.639,-4.74,30.189
5680.0,0.7168,0.7361,0.4495,5.623,-4.869,36.586
5693.0,0.723,0.712,0.4471,2.432,-4.923,43.372
5706.0,0.729,0.6725,0.4514,-1.056,-4.717,48.426
5719.0,0.7186,0.6212,0.4628,-1.216,-4.824,52.136
5732.0,0.7102,0.5906,0.4756,1.104,-6.381,54.334
5745.0,0.7002,0.5867,0.4864,4.013,-8.77,56.38
5758.0,0.7003,0.5719,0.4783,4.043,-11.686,58.647
5771.0,0.7063,0.5489,0.4671,4.539,-14.648,60.403
5784.0,0.7295,0.5269,0.4357,3.57,-14.411,59.754
5797.0,0.7378,0.5272,0.4358,5.341,-12.847,58.952
5810.0,0.7296,0.538,0.4305,6.967,-12.999,59.601
5823.0,0.7338,0.5371,0.4112,6.845,-13.793,62.326
5836.0,0.757,0.5275,0.3976,6.203,-13.679,65.029
5849.0,0.7743,0.5098,0.3908,4.074,-12.243,66.296
5862.0,0.785,0.4969,0.399,4.348,-10.282,66.83
5875.0,0.7817,0.4907,0.409,5.791,-9.511,68.159
5888.0,0.7769,0.4868,0.4103,6.532,-10.144,70.403
5901.0,0.7849,0.4562,0.4095,5.837,-10.816,72.151
5914.0,0.7948,0.4163,0.4069,5.242,-10.892,72.288
5927.0,0.7988,0.3968,0.418,9.348,-10.579,71.952
5940.0,0.8132,0.4266,0.4269,15.326,-11.488,71.968
5953.0,0.8248,0.4346,0.4524,17.203,-13.19,73.83
5966.0,0.8365,0.4374,0.4499,21.203,-15.053,77.426
5979.0,0.835,0.4255,0.4348,19.753,-16.518,80.991
5992.0,0.8271,0.4003,0.4206,16.494,-17.992,83.197
6005.0,0.8255,0.3633,0.4038,11.448,-19.541,84.006
6018.0,0.8259,0.3087,0.3899,9.929,-21.618,84.739
6031.0,0.8254,0.252,0.3755,13.822,-24.526,85.021
6044.0,0.8404,0.229,0.3504,21.036,-27.389,84.617
6057.0,0.8678,0.2466,0.3083,26.356,-26.534,84.013
6070.0,0.8745,0.2589,0.2913,22.952,-22.709,83.449
6083.0,0.8656,0.2476,0.2725,16.478,-18.198,83.746
6096.0,0.8535,0.192,0.2768,9.623,-13.976,83.22
6109.0,0.8482,0.1443,0.2937,8.814,-11.434,81.632
6122.0,0.8352,0.092,0.2843,9.646,-10.335,79.075
6135.0,0.8371,0.0749,0.2838,16.119,-9.358,76.441
6148.0,0.8381,0.0559,0.2964,14.158,-9.076,73.212
6161.0,0.8348,0.0371,0.2825,15.776,-8.946,70.647
6174.0,0.8432,0.007,0.2853,13.829,-7.923,67.006
6187.0,0.8764,-0.0144,0.2802,14.837,-5.556,62.006
6200.0,0.8892,-0.0254,0.2805,14.745,-3.175,56.67
6213.0,0.8805,-0.0299,0.2862,16.058,-0.648,52.479
6226.0,0.8704,-0.0448,0.2787,16.097,-0.053,49.418
6239.0,0.8687,-0.0665,0.2908,15.959,1.054,47.105
6252.0,0.8888,-0.0855,0.3024,17.028,0.764,43.288
6265.0,0.9123,-0.0699,0.2814,15.883,1.115,38.471
6278.0,0.9263,-0.0687,0.2876,14.7,2.245,34.41
6291.0,0.9278,-0.0726,0.2863,14.791,2.069,31.403
6304.0,0.9351,-0.0562,0.2986,18.272,1.52,29.273
6317.0,0.9422,-0.0415,0.2947,18.936,1.069,27.739
6330.0,0.9453,-0.0421,0.2913,19.547,2.077,27.693
6343.0,0.9423,-0.0372,0.3087,17.203,2.757,28.991
6356.0,0.9461,-0.0458,0.3153,13.112,1.489,30.846
6369.0,0.9533,-0.0892,0.2987,6.814,2.184,29.418
6382.0,0.9498,-0.1266,0.3069,5.364,3.673,26.25
6395.0,0.9268,-0.1549,0.3174,5.234,3.718,22.624
6408.0,0.9187,-0.1675,0.3074,7.929,2.711,19.937
6421.0,0.9205,-0.1586,0.3039,10.845,1.84,18.097
6434.0,0.9333,-0.1365,0.3129,12.15,0.489,16.907
6447.0,0.9458,-0.1223,0.2954,9.074,1.68,14.304
6460.0,0.9376,-0.123,0.3017,7.761,4.069,11.991
6473.0,0.9226,-0.1187,0.3157,5.119,4.291,10.006
6486.0,0.9195,-0.1261,0.3051,3.486,3.077,8.777
6499.0,0.9307,-0.1477,0.2997,2.608,1.871,6.594
6512.0,0.9459,-0.1533,0.2932,4.791,1.955,3.334
6525.0,0.9454,-0.124,0.2978,8.265,3.085,0.555
6538.0,0.9464,-0.083,0.298,9.028,3.856,-0.33
6551.0,0.9386,-0.0515,0.3035,6.646,4.909,0.853
6564.0,0.9321,-0.0524,0.313,0.203,5.276,2.12
6577.0,0.9329,-0.0875,0.3201,-4.087,4.795,1.899
6590.0,0.936,-0.1136,0.317,-3.041,4.306,0.319
6603.0,0.9392,-0.1071,0.3302,2.562,3.451,-1.154
6616.0,0.9388,-0.0723,0.324,5.142,1.703,-1.521
6629.0,0.9488,-0.0444,0.3175,5.509,0.627,-1.002
6642.0,0.9515,-0.0319,0.3083,2.715,1.23,-0.406
6655.0,0.9447,-0.0386,0.304,0.104,2.703,0.815
6668.0,0.937,-0.0538,0.3046,-1.484,3.695,1.479
6681.0,0.9456,-0.0679,0.3074,-3.193,4.237,0.884
6694.0,0.9338,-0.0817,0.3128,-3.842,4.451,0.372
6707.0,0.914,-0.0874,0.3096,-2.812,3.978,0.242
6720.0,0.9185,-0.0826,0.3063,-0.674,3.512,-0.467
6733.0,0.9288,-0.0695,0.3084,0.058,3.367,-1.964
6746.0,0.9237,-0.0704,0.2934,-1.01,4.146,-2.704
6759.0,0.9329,-0.0708,0.3063,0.776,5.253,-2.918
6772.0,0.9399,-0.0531,0.3169,1.715,5.886,-3.399
6785.0,0.9283,-0.0383,0.3206,-0.155,5.879,-2.536
6798.0,0.9202,-0.0432,0.3206,-1.842,5.245,-1.78
6811.0,0.9331,-0.0553,0.3268,-2.178,4.993,-2.277
6824.0,0.9372,-0.0531,0.3273,-1.331,4.734,-2.551
6837.0,0.9323,-0.0494,0.3262,1.119,3.947,-1.529
6850.0,0.9416,-0.0363,0.3284,2.494,3.215,-1.254
6863.0,0.9417,-0.0287,0.3227,-0.018,3.024,-1.33
6876.0,0.9365,-0.0397,0.3196,-2.316,3.176,-0.895
6889.0,0.9421,-0.0525,0.3225,-2.4,3.039,-0.765
6902.0,0.9441,-0.0525,0.3268,-2.102,2.65,-0.971
6915.0,0.9455,-0.0503,0.3177,-0.858,2.444,-0.964
6928.0,0.9404,-0.0479,0.323,0.119,2.451,-1.231
6941.0,0.9414,-0.0409,0.3253,1.974,2.604,-1.422
6954.0,0.9353,-0.0251,0.3321,1.761,2.069,-1.139
6967.0,0.9345,-0.0225,0.3234,0.181,1.673,-0.216
6980.0,0.9322,-0.0348,0.3191,-1.522,1.52,0.51
6993.0,0.9287,-0.0416,0.3117,-2.713,1.573,0.853
7006.0,0.9283,-0.0518,0.3076,-3.506,2.001,1.105
7019.0,0.9325,-0.0642,0.3094,-2.674,2.52,0.884
7032.0,0.9227,-0.0626,0.3111,-1.522,3.008,0.365
7045.0,0.9249,-0.0632,0.3177,-0.621,3.092,-0.49
7058.0,0.9263,-0.0665,0.3294,0.364,2.894,-1.254
7071.0,0.9244,-0.0562,0.3208,2.31,2.26,-1.467
7084.0,0.922,-0.0441,0.3243,1.967,1.848,-1.277
7097.0,0.934,-0.0437,0.3095,1.081,1.688,-1.086
7110.0,0.9351,-0.0486,0.3094,-0.491,2.161,-0.971
7123.0,0.9387,-0.0576,0.304,-0.384,2.581,-0.964
7136.0,0.9383,-0.0592,0.3095,-0.415,3.169,-1.086
7149.0,0.9393,-0.0565,0.3189,0.188,3.436,-1.277
7162.0,0.9382,-0.0498,0.3202,0.326,3.726,-1.139
7175.0,0.9336,-0.0441,0.3305,0.432,3.757,-0.796
7188.0,0.9304,-0.0446,0.325,-0.285,3.283,-0.727
7201.0,0.9244,-0.0468,0.3275,-1.575,3.199,-0.33
7214.0,0.9238,-0.0598,0.3221,-1.987,2.558,-0.124
7227.0,0.9344,-0.0676,0.3241,-1.537,2.489,-0.521
7240.0,0.9312,-0.0663,0.3153,-0.56,2.665,-0.773
7253.0,0.9279,-0.0609,0.32,0.104,2.986,-1.208
7266.0,0.9301,-0.0557,0.3264,0.379,2.97,-1.765
7279.0,0.9265,-0.0475,0.3282,0.524,2.55,-1.834
7292.0,0.9318,-0.0452,0.326,0.669,2.169,-1.452
7305.0,0.9382,-0.046,0.324,0.723,2.176,-1.529
7318.0,0.9327,-0.0407,0.3299,0.677,2.421,-1.223
7331.0,0.9333,-0.0328,0.3323,1.348,2.444,-0.681
7344.0,0.9384,-0.0297,0.3313,0.906,2.505,-0.33
7357.0,0.9339,-0.028,0.3318,-0.262,2.818,-0.009
7370.0,0.9338,-0.0293,0.331,-1.27,2.619,0.426
7383.0,0.9285,-0.045,0.3286,-1.713,2.306,0.655
7396.0,0.9251,-0.0497,0.3296,-1.659,1.993,0.555
7409.0,0.9251,-0.0563,0.3225,-0.667,1.833,0.021
7422.0,0.9305,-0.0566,0.3091,0.112,2.085,-0.62
7435.0,0.9328,-0.0509,0.3157,0.203,2.65,-0.796
7448.0,0.9354,-0.0513,0.3197,0.577,3.245,-0.803
7461.0,0.93,-0.0477,0.3216,0.959,3.718,-0.918
7474.0,0.9248,-0.0396,0.3319,1.203,3.619,-0.605
7487.0,0.9251,-0.0325,0.333,1.265,3.573,0.021
7500.0,0.9283,-0.0355,0.3337,0.348,3.428,0.456
7513.0,0.9281,-0.043,0.3321,-1.026,3.306,0.586
7526.0,0.9309,-0.0546,0.3282,-0.903,3.398,0.578
7539.0,0.925,-0.054,0.3291,-0.064,3.726,0.25
7552.0,0.9235,-0.045,0.3341,0.28,3.489,-0.025
7565.0,0.9253,-0.0369,0.33,0.265,3.138,-0.132
7578.0,0.9281,-0.0358,0.3306,-0.125,2.871,0.326
7591.0,0.9289,-0.0382,0.3253,-0.461,2.68,0.853
7604.0,0.9317,-0.0441,0.3218,-0.804,2.665,1.189
7617.0,0.9246,-0.0575,0.3205,-0.98,2.726,1.082
7630.0,0.9306,-0.0603,0.319,0.738,2.543,0.632
7643.0,0.9342,-0.0524,0.3185,1.822,3.039,0.044
7656.0,0.9406,-0.0426,0.319,1.577,3.627,-0.177
7669.0,0.9349,-0.0375,0.3268,0.898,4.207,0.273
7682.0,0.9309,-0.0408,0.3321,-0.087,4.604,0.884
7695.0,0.9287,-0.0491,0.334,-0.911,4.283,1.197
7708.0,0.9284,-0.0636,0.3372,-1.056,3.963,1.013
7721.0,0.931,-0.069,0.3402,0.57,3.718,0.617
7734.0,0.9292,-0.0551,0.3428,1.974,3.184,0.601
7747.0,0.9278,-0.0465,0.3389,1.73,2.833,1.395
7760.0,0.9315,-0.0463,0.3437,1.051,2.718,2.128
7773.0,0.9342,-0.0509,0.3365,-0.499,3.1,1.96
7786.0,0.9229,-0.061,0.3432,-1.071,3.596,1.929
7799.0,0.9167,-0.067,0.3481,-0.209,3.23,1.899
7812.0,0.9155,-0.061,0.3454,-0.148,2.375,1.792
7825.0,0.909,-0.0614,0.3388,-0.812,1.924,1.777
7838.0,0.9179,-0.0674,0.3293,-1.438,1.581,1.113
7851.0,0.9242,-0.0708,0.3202,-0.942,2.314,0.296
7864.0,0.9325,-0.063,0.3224,1.112,3.024,-0.284
7877.0,0.9321,-0.0479,0.3297,1.639,3.558,-0.513
7890.0,0.9249,-0.0369,0.3224,1.692,3.947,-0.223
7903.0,0.9249,-0.0325,0.3233,0.005,4.123,0.075
7916.0,0.9326,-0.0364,0.3273,-1.178,4.81,0.41
7929.0,0.9381,-0.0521,0.3291,-1.881,5.321,0.563
7942.0,0.9337,-0.064,0.3406,-1.277,5.55,0.479
7955.0,0.9309,-0.0646,0.3477,0.608,5.398,-0.009
7968.0,0.9244,-0.0558,0.3543,0.501,5.192,-0.758
7981.0,0.9217,-0.0549,0.3554,0.639,4.741,-0.971
7994.0,0.9205,-0.0575,0.3603,0.791,4.062,-0.849
8007.0,0.9221,-0.0555,0.3647,1.242,3.161,-0.933
8020.0,0.9271,-0.045,0.3518,1.822,2.879,-0.574
8033.0,0.9265,-0.0424,0.3503,1.051,2.673,-0.2
8046.0,0.9263,-0.0433,0.3439,-0.148,2.436,0.021
8059.0,0.9226,-0.0518,0.3369,-1.216,2.512,0.021
8072.0,0.9207,-0.0536,0.3396,-0.949,2.008,-0.071
8085.0,0.9249,-0.0558,0.3321,0.387,1.375,0.052
8098.0,0.9301,-0.049,0.3277,1.761,1.291,0.617
8111.0,0.9318,-0.041,0.323,1.616,1.879,1.006
8124.0,0.9266,-0.042,0.3156,0.104,3.031,1.624
8137.0,0.9206,-0.0544,0.3181,-1.896,4.321,2.097
8150.0,0.9141,-0.0642,0.3232,-2.155,5.153,2.227
8163.0,0.9155,-0.0752,0.3341,-1.102,5.505,2.075
8176.0,0.9104,-0.0795,0.3418,0.913,5.528,1.647
8189.0,0.905,-0.0741,0.3471,2.112,5.459,1.197
8202.0,0.9049,-0.0682,0.3518,1.822,5.1,1.242
8215.0,0.9095,-0.0671,0.3456,1.394,4.863,1.09
8228.0,0.9118,-0.0659,0.3501,0.936,5.222,1.258
8241.0,0.9128,-0.0659,0.3438,1.005,5.604,1.372
8254.0,0.915,-0.0663,0.3443,0.066,5.871,1.212
8267.0,0.9156,-0.0717,0.3489,-0.468,6.062,1.075
8280.0,0.9128,-0.0758,0.3521,-0.491,5.909,0.731
8293.0,0.9143,-0.0772,0.3622,1.181,5.444,0.258
8306.0,0.9206,-0.0707,0.3577,2.471,5.352,-0.467
8319.0,0.9256,-0.0475,0.3543,2.761,5.848,-0.841
8332.0,0.9221,-0.0421,0.3534,0.074,6.459,-0.422
8345.0,0.9239,-0.0544,0.354,-2.11,6.795,-0.025
8358.0,0.9305,-0.0701,0.3528,-2.69,7.283,-0.551
8371.0,0.9261,-0.0775,0.36,-1.438,7.52,-1.567
8384.0,0.9183,-0.067,0.3698,0.745,7.161,-2.124
8397.0,0.9155,-0.054,0.3744,2.005,6.176,-2.422
8410.0,0.9238,-0.0448,0.3766,2.058,4.947,-2.3
8423.0,0.9289,-0.0422,0.3699,1.86,4.474,-1.948
8436.0,0.9328,-0.0403,0.3714,1.265,4.398,-1.742
8449.0,0.9349,-0.0404,0.3731,0.913,4.436,-1.406
8462.0,0.9299,-0.042,0.3745,-0.11,4.237,-0.964
8475.0,0.9263,-0.0502,0.3741,-0.331,3.474,-0.498
8488.0,0.9228,-0.0543,0.366,-0.171,3.146,-0.498
8501.0,0.9239,-0.0574,0.3691,-0.155,2.932,-0.78
8514.0,0.9205,-0.0536,0.3671,-0.132,3.016,-0.811
8527.0,0.9202,-0.0581,0.3693,-0.079,2.757,-0.643
8540.0,0.9162,-0.0612,0.3664,0.516,2.245,-0.467
8553.0,0.9165,-0.0602,0.3644,1.371,1.902,-0.33
8566.0,0.9159,-0.0541,0.3633,1.15,1.871,-0.49
8579.0,0.9161,-0.0547,0.3581,0.249,2.36,-0.452
8592.0,0.914,-0.0579,0.3595,-0.392,2.413,-0.2
8605.0,0.913,-0.062,0.3631,-0.148,2.405,-0.383
8618.0,0.9126,-0.062,0.3655,0.463,2.321,-0.735
8631.0,0.9122,-0.0635,0.3712,1.532,1.81,-0.964
8644.0,0.9107,-0.0493,0.3698,2.807,1.413,-0.834
8657.0,0.9108,-0.0375,0.3669,2.486,1.138,0.021
8670.0,0.9129,-0.0324,0.3581,0.921,1.054,0.815
8683.0,0.9156,-0.0409,0.3566,-0.59,1.589,1.388
8696.0,0.9204,-0.0514,0.3511,-0.781,2.459,1.502
8709.0,0.92,-0.0581,0.3526,-0.361,3.069,1.403
8722.0,0.9177,-0.0573,0.3615,0.158,3.291,1.273
8735.0,0.9076,-0.0605,0.3665,0.425,3.237,0.998
8748.0,0.9024,-0.0626,0.3694,0.364,2.734,0.769
8761.0,0.9054,-0.0587,0.3666,0.387,2.581,0.685
8774.0,0.9129,-0.063,0.3625,0.074,2.657,0.578
8787.0,0.9154,-0.0693,0.3714,0.181,3.199,0.456
8800.0,0.916,-0.066,0.3777,1.371,3.352,0.326
8813.0,0.9096,-0.0579,0.3761,1.707,3.169,-0.139
8826.0,0.9115,-0.0468,0.3868,1.784,2.337,-0.071
8839.0,0.9113,-0.049,0.3769,0.616,1.611,0.159
8852.0,0.9184,-0.0499,0.3704,0.577,1.169,0.479
8865.0,0.9221,-0.053,0.3648,0.669,0.932,0.777
8878.0,0.9251,-0.0544,0.3586,0.852,1.192,0.945
8891.0,0.9271,-0.0559,0.3578,0.608,1.986,0.968
8904.0,0.9233,-0.0587,0.3617,-0.209,2.879,0.853
8917.0,0.9161,-0.0613,0.3704,-0.255,3.36,0.838
8930.0,0.9069,-0.0603,0.3814,0.181,2.802,0.739
8943.0,0.9034,-0.0577,0.3852,0.868,1.726,0.792
8956.0,0.9077,-0.0599,0.3794,1.532,0.405,0.853
8969.0,0.916,-0.0573,0.3708,1.898,-0.228,0.708
8982.0,0.9194,-0.0558,0.3597,1.326,0.306,0.426
8995.0,0.9179,-0.0551,0.3581,0.28,1.069,0.258
9008.0,0.9162,-0.0665,0.3629,-0.079,1.764,0.181
9021.0,0.9151,-0.0636,0.3612,1.181,2.375,-0.055
9034.0,0.9111,-0.0601,0.3686,1.196,2.795,-0.414
9047.0,0.9093,-0.0551,0.3766,0.707,2.772,-0.559
9060.0,0.9047,-0.0525,0.3811,0.768,2.069,-0.361
9073.0,0.9038,-0.0518,0.3789,1.631,0.986,0.013
9086.0,0.9105,-0.0474,0.3733,2.104,-0.114,0.395
9099.0,0.9178,-0.0453,0.3642,2.364,-0.404,0.716
9112.0,0.9248,-0.0377,0.3623,1.814,-0.083,1.326
9125.0,0.9266,-0.0428,0.3581,0.173,0.734,1.975
9138.0,0.9233,-0.0532,0.3578,-0.888,1.611,2.159
9151.0,0.9139,-0.0626,0.3577,-0.98,2.428,1.983
9164.0,0.9069,-0.0667,0.3612,-0.476,2.596,1.662
9177.0,0.905,-0.0703,0.3611,0.112,2.367,1.296
9190.0,0.899,-0.0632,0.3654,0.623,1.894,0.83
9203.0,0.9028,-0.0648,0.3721,1.73,0.986,0.807
9216.0,0.9132,-0.0601,0.366,2.7,0.558,1.029
9229.0,0.9215,-0.0548,0.366,3.402,0.581,1.227
9242.0,0.9242,-0.0468,0.3648,2.707,1.062,1.693
9255.0,0.9249,-0.0464,0.3615,1.562,1.627,2.097
9268.0,0.9166,-0.0603,0.3686,0.135,2.115,2.41
9281.0,0.9101,-0.0688,0.3712,0.15,2.207,2.38
9294.0,0.9046,-0.0736,0.3712,1.287,1.993,2.151
9307.0,0.904,-0.0679,0.378,2.333,1.688,1.991
9320.0,0.9006,-0.0564,0.3753,1.677,1.108,2.059
9333.0,0.9045,-0.0441,0.365,1.646,1.459,3.097
9346.0,0.9093,-0.0494,0.3639,1.585,1.298,5.082
9359.0,0.9246,-0.0634,0.3435,-3.575,1.215,4.365
9372.0,0.9188,-0.1168,0.3488,-5.018,2.444,1.929
9385.0,0.9029,-0.1165,0.3506,0.196,3.26,-0.307
9398.0,0.8977,-0.0826,0.3511,4.952,3.123,-0.735
9411.0,0.9072,-0.0458,0.356,4.081,2.398,-0.071
9424.0,0.9202,-0.051,0.352,0.654,2.779,0.479
9437.0,0.9222,-0.0754,0.3634,-1.102,4.306,0.433
9450.0,0.9116,-0.0856,0.3727,0.249,4.703,0.181
9463.0,0.9104,-0.0826,0.3837,1.952,3.917,-0.147
9476.0,0.9096,-0.0697,0.3825,3.211,3.207,-0.193
9489.0,0.9041,-0.0568,0.3819,1.883,2.734,0.151
9502.0,0.9115,-0.0575,0.3691,0.142,2.108,0.586
9515.0,0.9133,-0.0686,0.3644,-2.003,2.451,0.464
9528.0,0.9162,-0.0803,0.3692,-0.331,2.886,0.105
9541.0,0.9144,-0.0701,0.3726,1.959,2.879,-0.2
9554.0,0.9076,-0.0521,0.383,4.058,2.321,-0.238
9567.0,0.9051,-0.031,0.3706,2.417,1.245,0.067
9580.0,0.9101,-0.0344,0.3554,-0.934,0.863,0.884
9593.0,0.9244,-0.0621,0.3478,-2.85,0.84,1.418
9606.0,0.9371,-0.0815,0.3399,-1.186,1.65,1.41
9619.0,0.9399,-0.0791,0.3494,1.616,2.818,1.059
9632.0,0.9328,-0.0624,0.3616,3.57,3.848,1.113
9645.0,0.9102,-0.0458,0.3722,2.471,4.36,1.548
9658.0,0.903,-0.0518,0.3833,-0.041,4.222,2.304
9671.0,0.8999,-0.073,0.3903,-2.125,3.237,2.792
9684.0,0.8997,-0.0951,0.3927,-1.949,2.298,2.784
9697.0,0.8988,-0.1071,0.3866,0.547,1.329,2.311
9710.0,0.8999,-0.1013,0.3803,2.562,0.734,1.25
9723.0,0.9034,-0.0866,0.3692,2.005,0.757,0.357
9736.0,0.9052,-0.084,0.3617,0.104,1.192,-0.193
9749.0,0.9043,-0.0949,0.3592,-0.499,1.68,-0.826
9762.0,0.9101,-0.0923,0.3601,1.249,2.131,-1.391
9775.0,0.9085,-0.0706,0.3604,2.631,2.367,-1.666
9788.0,0.9066,-0.0542,0.3632,2.196,2.528,-1.3
9801.0,0.9106,-0.0459,0.3625,0.242,2.573,-0.322
9814.0,0.9165,-0.0559,0.3607,-2.629,2.84,0.326
9827.0,0.919,-0.0774,0.3564,-3.392,3.352,0.449
9840.0,0.9119,-0.0923,0.3654,-2.468,3.924,0.12
9853.0,0.906,-0.0942,0.3667,-0.064,4.008,-0.689
9866.0,0.9034,-0.0845,0.368,1.005,3.863,-1.46
9879.0,0.9055,-0.0773,0.3728,0.501,3.734,-1.765
9892.0,0.9083,-0.0784,0.3739,0.196,3.367,-1.689
9905.0,0.9118,-0.0839,0.3771,0.7,3.146,-1.49
9918.0,0.9104,-0.0826,0.3717,1.89,2.917,-1.338
9931.0,0.9094,-0.0714,0.3683,1.868,2.894,-1.3
9944.0,0.9145,-0.071,0.3677,0.203,3.291,-1.49
9957.0,0.9146,-0.0764,0.3644,-1.216,3.84,-1.559
9970.0,0.9185,-0.088,0.3726,-0.445,4.176,-1.551
9983.0,0.914,-0.0797,0.3804,1.295,4.108,-1.704
9996.0,0.9115,-0.0707,0.388,2.44,3.757,-1.62
10009.0,0.9099,-0.064,0.3913,1.99,3.398,-1.559
10022.0,0.9065,-0.0543,0.3946,0.982,2.955,-0.956
10035.0,0.9028,-0.059,0.3833,-0.552,2.001,0.013
10048.0,0.908,-0.0725,0.3855,-1.514,1.497,0.746
10061.0,0.9185,-0.0872,0.376,-1.094,1.352,0.464
10074.0,0.9209,-0.09,0.3723,0.303,2.138,-0.651
10087.0,0.9166,-0.0757,0.3763,1.684,2.428,-1.536
10100.0,0.9132,-0.057,0.3814,2.364,2.367,-1.59
10113.0,0.9113,-0.0483,0.3786,1.791,2.047,-1.139
10126.0,0.9074,-0.0488,0.3816,0.486,2.161,-0.177
10139.0,0.9035,-0.0554,0.3741,-1.11,2.253,0.265
10152.0,0.904,-0.0782,0.3744,-2.339,2.665,0.281
10165.0,0.9021,-0.0911,0.3771,-1.193,3.039,-0.674
10178.0,0.8988,-0.0901,0.3819,0.57,3.482,-2.002
10191.0,0.8945,-0.0739,0.3858,2.181,3.192,-2.796
10204.0,0.8923,-0.0559,0.3794,2.646,2.466,-3.093
10217.0,0.8946,-0.0503,0.3769,1.875,1.871,-2.605
10230.0,0.9112,-0.053,0.3642,1.211,2.077,-1.735
10243.0,0.9249,-0.0477,0.3482,1.104,3.123,-1.246
10256.0,0.9204,-0.0608,0.3581,-1.171,4.535,-0.819
10269.0,0.9204,-0.0702,0.3667,1.371,5.726,-0.841
10282.0,0.9067,-0.0656,0.382,1.7,6.97,-0.979
10295.0,0.894,-0.0538,0.4026,2.326,6.482,-1.292
10308.0,0.895,-0.0471,0.4031,0.753,5.199,-1.33
10321.0,0.896,-0.0634,0.4053,-0.881,3.757,-1.277
10334.0,0.9067,-0.0728,0.4003,0.791,2.589,-1.628
10347.0,0.9179,-0.0664,0.3965,3.173,1.917,-2.124
10360.0,0.9174,-0.0513,0.3929,4.303,1.68,-2.162
10373.0,0.9144,-0.0374,0.3931,3.898,1.237,-1.819
10386.0,0.9218,-0.0295,0.3877,1.829,1.024,-0.872
10399.0,0.9183,-0.0414,0.3863,-0.499,1.008,0.128
10412.0,0.9177,-0.0585,0.3878,-1.804,0.909,0.662
10425.0,0.9095,-0.0673,0.3811,-1.201,0.558,0.846
10438.0,0.9017,-0.0693,0.3826,-0.003,-0.045,0.792
10451.0,0.9016,-0.0612,0.3732,1.287,-0.526,0.678
10464.0,0.9072,-0.056,0.3662,0.99,-0.35,0.884
10477.0,0.9122,-0.0565,0.3505,-0.774,0.131,1.273
10490.0,0.9111,-0.0715,0.3553,-2.293,1.23,1.739
10503.0,0.9112,-0.0855,0.3603,-1.995,2.535,1.693
10516.0,0.9016,-0.0887,0.3706,-0.934,3.436,0.991
10529.0,0.8866,-0.0864,0.3817,0.089,3.573,0.296
10542.0,0.8828,-0.0776,0.3896,0.623,3.115,-0.353
10555.0,0.8872,-0.0762,0.3893,0.463,2.451,-0.605
10568.0,0.8972,-0.0763,0.385,0.883,2.398,-0.582
10581.0,0.9022,-0.0725,0.3874,0.837,2.65,-0.78
10594.0,0.9071,-0.0663,0.3859,0.562,3.161,-0.826
10607.0,0.9051,-0.0671,0.3868,-0.056,3.352,-1.086
10620.0,0.8983,-0.0648,0.39,-0.308,3.375,-1.467
10633.0,0.8982,-0.0635,0.3877,-0.018,2.779,-1.788
10646.0,0.9022,-0.0541,0.385,0.738,2.466,-1.918
10659.0,0.9082,-0.0394,0.382,1.165,2.291,-1.513
10672.0,0.9149,-0.0383,0.3744,0.99,3.024,-0.666
10685.0,0.9161,-0.0422,0.3817,0.196,3.642,0.082
10698.0,0.9162,-0.0532,0.385,-0.942,4.382,0.403
10711.0,0.9124,-0.0631,0.3871,-2.171,5.092,0.105
10724.0,0.896,-0.0754,0.3999,-2.613,4.886,-0.292
10737.0,0.8983,-0.0787,0.4009,-0.69,4.123,-1.032
10750.0,0.9024,-0.0754,0.3982,1.173,3.245,-1.719
10763.0,0.9034,-0.0652,0.3959,2.898,2.634,-1.887
10776.0,0.9097,-0.0527,0.3992,3.845,1.993,-2.032
10789.0,0.9135,-0.0461,0.3886,2.99,2.047,-2.048
10802.0,0.9178,-0.0433,0.3883,1.906,2.26,-1.887
10815.0,0.9199,-0.0424,0.3865,0.936,2.245,-1.445
