time,ax,ay,az,gx,gy,gz
1234.0,0.8796,-0.0892,0.4567,1.906,3.764,-0.941
1247.0,0.8762,-0.0803,0.4536,1.692,3.466,-1.269
1260.0,0.8709,-0.0885,0.4532,-0.102,3.001,-1.78
1273.0,0.8747,-0.1085,0.4486,-0.659,2.741,-2.437
1286.0,0.8809,-0.1196,0.4506,0.89,2.772,-3.46
1299.0,0.8789,-0.1126,0.4501,1.639,2.902,-4.551
1312.0,0.8809,-0.1085,0.4541,0.463,3.024,-5.506
1325.0,0.8807,-0.1144,0.461,0.127,2.642,-7.055
1338.0,0.8819,-0.1156,0.4671,0.333,2.627,-8.788
1351.0,0.8809,-0.1084,0.4716,1.608,1.718,-10.216
1364.0,0.8885,-0.1002,0.474,1.387,0.642,-11.193
1377.0,0.8913,-0.0905,0.4755,0.669,-0.243,-12.193
1390.0,0.8929,-0.0961,0.467,-0.285,-0.9,-13.055
1403.0,0.8872,-0.0972,0.464,0.463,-1.618,-14.33
1416.0,0.8831,-0.0737,0.4583,1.585,-2.549,-15.307
1429.0,0.8918,-0.0585,0.446,1.639,-3.213,-15.62
1442.0,0.8975,-0.0458,0.4381,1.57,-3.366,-15.376
1455.0,0.8984,-0.0386,0.4334,0.883,-3.205,-14.971
1468.0,0.8935,-0.0453,0.4329,-0.285,-2.778,-14.635
1481.0,0.8862,-0.0599,0.4267,-0.873,-2.373,-15.063
1494.0,0.882,-0.0614,0.4361,0.41,-2.014,-16.025
1507.0,0.879,-0.0481,0.4423,2.371,-2.19,-16.666
1520.0,0.8816,-0.0195,0.4496,2.142,-2.831,-16.529
1533.0,0.8834,-0.0125,0.4396,1.135,-3.014,-15.551
1546.0,0.8866,-0.0275,0.4281,-0.529,-2.839,-14.811
1559.0,0.8902,-0.0524,0.4186,-2.537,-2.098,-15.254
1572.0,0.885,-0.0831,0.4245,-3.171,-0.831,-16.903
1585.0,0.8817,-0.0931,0.4262,-1.43,-0.106,-19.864
1598.0,0.875,-0.0693,0.4383,0.723,-0.282,-22.681
1611.0,0.8707,-0.0507,0.4428,1.654,-1.427,-24.277
1624.0,0.8795,-0.0468,0.4344,1.753,-2.755,-25.788
1637.0,0.8973,-0.052,0.4226,0.791,-2.869,-27.933
1650.0,0.9011,-0.047,0.4226,2.203,-2.083,-30.979
1663.0,0.895,-0.0233,0.4235,2.761,-1.511,-33.185
1676.0,0.8903,0.0061,0.4247,3.936,-1.534,-34.086
1689.0,0.8953,0.035,0.4298,2.402,-1.763,-33.803
1702.0,0.9038,0.0339,0.4276,-0.3,-1.816,-33.368
1715.0,0.8988,0.009,0.4198,-2.743,-1.175,-33.773
1728.0,0.8847,-0.0098,0.4236,-1.789,-0.686,-35.49
1741.0,0.8768,-0.0093,0.4213,-0.4,-0.526,-38.139
1754.0,0.8789,0.0132,0.4206,0.829,-0.633,-40.246
1767.0,0.8775,0.0328,0.4162,-0.125,-0.931,-42.177
1780.0,0.8831,0.0361,0.4051,-1.629,-0.785,-43.719
1793.0,0.8913,0.0197,0.3986,-2.323,0.489,-45.643
1806.0,0.8805,0.0231,0.3986,-0.758,1.344,-48.338
1819.0,0.8592,0.0422,0.4088,-0.255,2.589,-50.261
1832.0,0.857,0.0677,0.4143,1.303,2.695,-52.055
1845.0,0.8543,0.0826,0.4185,-1.125,2.894,-53.994
1858.0,0.8538,0.0953,0.4284,-0.201,2.848,-56.261
1871.0,0.8532,0.1285,0.4224,-1.117,2.382,-58.399
1884.0,0.8446,0.1489,0.4191,-1.026,2.337,-58.826
1897.0,0.8431,0.1636,0.418,-0.903,2.222,-58.788
1910.0,0.8408,0.1731,0.4148,-1.178,2.352,-58.62
1923.0,0.8453,0.188,0.4192,1.188,2.535,-58.582
1936.0,0.8526,0.2225,0.4186,1.463,3.321,-58.979
1949.0,0.8402,0.2447,0.4178,-0.728,4.276,-58.658
1962.0,0.8261,0.2556,0.4163,-3.361,5.092,-57.109
1975.0,0.8225,0.256,0.4036,-5.598,6.512,-55.536
1988.0,0.8132,0.2363,0.4013,-7.827,7.993,-55.071
2001.0,0.8103,0.2108,0.3886,-6.11,9.749,-56.513
2014.0,0.8103,0.2389,0.409,-3.529,13.344,-59.971
2027.0,0.8004,0.2714,0.4468,-1.835,13.474,-60.009
2040.0,0.7913,0.2969,0.4344,-1.888,12.123,-59.177
2053.0,0.784,0.3081,0.4334,-5.499,12.428,-58.017
2066.0,0.784,0.3043,0.4295,-8.445,13.077,-57.223
2079.0,0.7845,0.2983,0.4407,-10.087,13.008,-56.925
2092.0,0.7889,0.2972,0.4428,-8.987,12.466,-57.582
2105.0,0.7734,0.3014,0.4541,-7.026,12.436,-58.658
2118.0,0.7627,0.3175,0.4507,-4.499,12.886,-60.017
2131.0,0.7495,0.3528,0.458,-2.659,12.825,-60.597
2144.0,0.7485,0.3959,0.4724,-3.163,10.818,-60.933
2157.0,0.7547,0.4261,0.47,-4.781,8.833,-60.666
2170.0,0.758,0.4515,0.4439,-4.652,8.482,-59.277
2183.0,0.7493,0.4753,0.4619,-6.621,10.902,-57.368
2196.0,0.7374,0.4755,0.4494,-7.942,10.787,-55.009
2209.0,0.7353,0.4855,0.4656,-7.468,11.711,-52.765
2222.0,0.7435,0.5085,0.4655,-6.193,11.68,-50.399
2235.0,0.7334,0.5277,0.4969,-6.522,10.36,-47.437
2248.0,0.729,0.5321,0.4676,-8.453,10.886,-45.048
2261.0,0.7194,0.5204,0.4864,-8.4,12.108,-42.406
2274.0,0.7103,0.5142,0.4908,-7.4,11.787,-40.078
2287.0,0.71,0.5371,0.4931,-6.728,10.856,-37.887
2300.0,0.7132,0.5592,0.5028,-6.919,10.802,-35.376
2313.0,0.7017,0.5568,0.5078,-7.659,9.68,-32.612
2326.0,0.6989,0.5731,0.5147,-4.881,8.726,-29.406
2339.0,0.7059,0.5874,0.5137,-4.14,7.505,-26.979
2352.0,0.7198,0.598,0.507,-5.125,7.382,-24.3
2365.0,0.7172,0.5796,0.5142,-6.468,6.222,-21.406
2378.0,0.7148,0.5688,0.4911,-6.285,4.932,-18.918
2391.0,0.7187,0.5686,0.4859,-6.155,6.795,-15.857
2404.0,0.7058,0.5635,0.5076,-6.911,7.024,-14.238
2417.0,0.6916,0.5422,0.5077,-6.171,5.856,-13.406
2430.0,0.6955,0.5409,0.5125,-6.125,6.436,-12.33
2443.0,0.7031,0.5306,0.5176,-5.59,5.932,-12.025
2456.0,0.7031,0.5264,0.5194,-4.636,6.062,-12.819
2469.0,0.6978,0.5398,0.5257,-1.888,6.085,-13.292
2482.0,0.6851,0.5564,0.5352,0.356,4.451,-13.071
2495.0,0.6923,0.5696,0.5334,1.013,2.283,-11.994
2508.0,0.7042,0.5665,0.5241,0.112,1.787,-11.376
2521.0,0.7048,0.5518,0.5258,-0.262,2.482,-11.208
2534.0,0.6987,0.5486,0.534,2.387,3.26,-11.2
2547.0,0.6923,0.5686,0.5513,6.6,2.092,-10.467
2560.0,0.6925,0.6022,0.5451,8.585,0.298,-9.643
2573.0,0.6905,0.6124,0.5404,6.31,-1.587,-7.987
2586.0,0.6894,0.6033,0.5249,3.562,-2.389,-5.941
2599.0,0.6899,0.5839,0.5108,2.646,-3.045,-4.132
2612.0,0.6903,0.5815,0.5102,3.7,-3.457,-2.147
2625.0,0.6905,0.5859,0.5072,3.807,-3.633,0.197
2638.0,0.6839,0.5815,0.4965,2.417,-3.198,2.433
2651.0,0.6766,0.567,0.4939,1.257,-2.595,4.258
2664.0,0.6765,0.5505,0.4882,1.249,-2.724,5.357
2677.0,0.6856,0.5483,0.4921,3.196,-2.457,6.082
2690.0,0.6873,0.5537,0.4926,4.883,-2.152,6.762
2703.0,0.6845,0.5563,0.4947,5.333,-2.007,7.479
2716.0,0.6839,0.5643,0.4991,5.944,-2.35,8.739
2729.0,0.6833,0.5682,0.5078,5.738,-3.709,10.41
2742.0,0.6908,0.5765,0.5083,6.555,-5.076,12.349
2755.0,0.708,0.5906,0.5034,7.883,-5.877,14.51
2768.0,0.7257,0.6086,0.4997,8.417,-6.213,17.533
2781.0,0.7371,0.6063,0.5031,6.883,-6.091,20.571
2794.0,0.738,0.6018,0.512,7.074,-5.999,23.578
2807.0,0.7338,0.6023,0.5122,6.753,-6.198,26.487
2820.0,0.729,0.5992,0.5164,6.036,-7.297,29.388
2833.0,0.7208,0.5832,0.5089,4.165,-8.908,32.151
2846.0,0.7318,0.5586,0.5191,4.501,-10.915,34.013
2859.0,0.749,0.5605,0.5146,7.31,-13.763,35.487
2872.0,0.7609,0.5684,0.5085,10.936,-16.656,38.159
2885.0,0.7663,0.5881,0.5014,14.196,-18.778,41.227
2898.0,0.7741,0.6136,0.4934,16.738,-20.037,44.647
2911.0,0.7863,0.6306,0.4923,16.326,-21.297,48.12
2924.0,0.795,0.6365,0.4753,13.509,-21.671,52.013
2937.0,0.7906,0.6251,0.4495,13.188,-19.999,58.09
2950.0,0.7729,0.5902,0.4352,6.333,-18.03,63.784
2963.0,0.7733,0.5127,0.4324,0.57,-17.404,67.433
2976.0,0.776,0.4265,0.4228,-0.384,-16.763,67.128
2989.0,0.7733,0.3848,0.4204,6.883,-16.152,65.319
3002.0,0.7739,0.4011,0.4319,14.242,-17.144,63.731
3015.0,0.7666,0.4215,0.417,16.646,-18.495,64.128
3028.0,0.776,0.4309,0.4112,18.455,-18.976,65.159
3041.0,0.7934,0.441,0.3936,18.043,-18.419,66.502
3054.0,0.7996,0.4388,0.3933,18.425,-16.717,69.273
3067.0,0.7972,0.4283,0.3881,16.478,-15.236,72.174
3080.0,0.7913,0.4064,0.383,13.631,-13.785,75.136
3093.0,0.7852,0.3655,0.3799,12.448,-12.549,77.273
3106.0,0.7784,0.3337,0.377,10.745,-11.259,78.166
3119.0,0.7721,0.2863,0.3739,8.753,-10.404,78.884
3132.0,0.7657,0.248,0.3719,7.982,-10.442,78.632
3145.0,0.7757,0.2089,0.366,9.486,-11.19,76.899
3158.0,0.7939,0.1959,0.352,12.89,-11.007,74.044
3171.0,0.802,0.2109,0.3461,18.219,-9.961,72.059
3184.0,0.8165,0.2473,0.3358,21.127,-9.014,72.357
3197.0,0.837,0.2632,0.3249,18.318,-7.64,74.929
3210.0,0.8432,0.2179,0.3211,12.318,-5.702,76.525
3223.0,0.8483,0.1694,0.318,10.364,-2.778,75.998
3236.0,0.8409,0.1522,0.3319,11.265,-0.419,75.166
3249.0,0.8305,0.141,0.339,11.753,0.131,75.204
3262.0,0.8344,0.1218,0.3428,10.723,0.047,75.678
3275.0,0.8453,0.073,0.3648,7.753,-0.472,74.7
3288.0,0.8557,0.0457,0.3101,8.081,-0.137,72.494
3301.0,0.8582,0.0227,0.3444,7.234,2.131,70.403
3314.0,0.8729,-0.0216,0.3532,7.455,1.825,67.838
3327.0,0.887,-0.0524,0.3669,11.234,1.955,64.678
3340.0,0.8979,-0.0615,0.3803,15.555,1.489,59.601
3353.0,0.8952,-0.0369,0.3915,18.577,1.016,55.288
3366.0,0.8852,-0.0327,0.3977,18.57,-0.091,52.555
3379.0,0.888,-0.0313,0.3969,17.478,-2.068,50.632
3392.0,0.9067,-0.0485,0.3855,14.99,-3.885,49.197
3405.0,0.9256,-0.0743,0.3647,11.616,-4.862,47.464
3418.0,0.9442,-0.1083,0.3443,9.99,-4.679,44.304
3431.0,0.9458,-0.1246,0.3439,9.936,-4.022,40.265
3444.0,0.9282,-0.1364,0.3318,8.379,-3.61,36.998
3457.0,0.9174,-0.1639,0.3225,6.577,-2.694,33.51
3470.0,0.9212,-0.1935,0.3341,6.608,-2.465,30.861
3483.0,0.9256,-0.2118,0.3277,6.348,-3.579,26.968
3496.0,0.9347,-0.2034,0.3212,7.371,-2.946,22.281
3509.0,0.9381,-0.1943,0.329,7.761,-2.114,18.265
3522.0,0.929,-0.1907,0.3227,6.608,-1.182,14.349
3535.0,0.918,-0.2054,0.3233,5.814,-0.503,10.296
3548.0,0.9204,-0.2058,0.3316,8.516,0.398,5.769
3561.0,0.9216,-0.1685,0.3402,11.265,1.153,1.487
3574.0,0.9184,-0.1196,0.3544,12.203,1.825,-0.109
3587.0,0.921,-0.0902,0.3605,9.066,1.428,-0.704
3600.0,0.9245,-0.0907,0.354,5.364,0.382,-1.628
3613.0,0.9311,-0.0925,0.3539,4.593,-0.335,-2.872
3626.0,0.9405,-0.0761,0.3546,7.463,-0.953,-2.987
3639.0,0.9386,-0.0334,0.3484,9.868,-1.732,-1.689
3652.0,0.9322,0.0027,0.3452,6.723,-2.45,1.296
3665.0,0.9378,-0.005,0.3365,0.837,-2.862,4.128
3678.0,0.939,-0.0422,0.3261,-4.224,-1.778,5.586
3691.0,0.9288,-0.0818,0.3181,-3.919,-0.305,5.456
3704.0,0.9132,-0.0907,0.3317,-1.896,0.184,4.968
3717.0,0.9073,-0.0936,0.335,0.6,-0.205,4.746
3730.0,0.9055,-0.0917,0.3377,2.135,-0.343,4.006
3743.0,0.9124,-0.0879,0.335,2.41,-0.251,2.907
3756.0,0.9139,-0.0707,0.3279,2.341,0.497,2.281
3769.0,0.9137,-0.0605,0.3308,1.868,0.993,2.922
3782.0,0.9183,-0.0575,0.3387,1.371,0.596,3.708
3795.0,0.9259,-0.0724,0.3327,-0.285,0.413,3.678
3808.0,0.924,-0.0981,0.335,0.913,0.695,2.899
3821.0,0.9211,-0.0952,0.3302,3.28,0.695,1.96
3834.0,0.9228,-0.0729,0.329,3.341,1.237,1.716
3847.0,0.9248,-0.0675,0.3223,0.158,2.222,1.945
3860.0,0.925,-0.082,0.3271,-1.987,3.375,1.8
3873.0,0.9171,-0.1041,0.3345,-2.919,3.726,1.151
3886.0,0.9137,-0.1133,0.3561,1.173,2.627,-0.376
3899.0,0.9205,-0.0857,0.3516,5.539,0.505,-1.78
3912.0,0.9248,-0.0477,0.3492,6.929,-1.022,-1.185
3925.0,0.9373,-0.0382,0.3286,4.31,-1.404,-0.116
3938.0,0.9448,-0.042,0.3156,0.608,0.459,0.746
3951.0,0.9464,-0.0568,0.3111,-1.85,2.833,0.784
3964.0,0.9345,-0.074,0.3189,-3.415,4.466,0.441
3977.0,0.921,-0.0853,0.3326,-2.56,4.718,0.258
3990.0,0.9141,-0.0883,0.333,-1.423,3.757,0.082
4003.0,0.9111,-0.1018,0.3317,-1.407,2.848,-0.567
4016.0,0.9183,-0.1094,0.335,0.524,2.611,-1.567
4029.0,0.9282,-0.0957,0.3402,3.074,2.39,-3.154
4042.0,0.9373,-0.0707,0.3455,3.585,3.008,-4.452
4055.0,0.9321,-0.056,0.3562,2.967,3.108,-4.437
4068.0,0.9299,-0.0457,0.3578,2.043,2.207,-4.185
4081.0,0.9298,-0.0469,0.3578,0.761,1.062,-3.803
4094.0,0.9376,-0.051,0.3555,2.036,-0.045,-3.353
4107.0,0.9428,-0.0342,0.3456,3.898,-0.526,-2.712
4120.0,0.9404,-0.0142,0.3492,3.532,-0.48,-1.315
4133.0,0.9382,-0.0129,0.3366,0.822,-0.579,0.288
4146.0,0.9331,-0.0372,0.3251,-2.461,-0.007,1.533
4159.0,0.9222,-0.0686,0.3178,-4.438,0.741,1.968
4172.0,0.9118,-0.0973,0.3155,-4.125,1.268,1.403
4185.0,0.9068,-0.099,0.3097,-2.331,1.573,-0.399
4198.0,0.9095,-0.0951,0.3149,-0.377,2.054,-1.46
4211.0,0.9052,-0.0829,0.3178,0.936,2.329,-1.643
4224.0,0.9118,-0.08,0.3196,1.44,2.581,-1.727
4237.0,0.9193,-0.0859,0.3164,0.379,3.268,-2.872
4250.0,0.9139,-0.0918,0.3239,0.104,4.665,-4.452
4263.0,0.9113,-0.0876,0.3341,1.57,5.283,-5.796
4276.0,0.9215,-0.0671,0.3428,2.776,5.131,-6.315
4289.0,0.929,-0.0449,0.3509,2.051,4.611,-5.773
4302.0,0.9339,-0.0504,0.3512,0.173,3.97,-4.78
4315.0,0.9337,-0.067,0.3496,-0.812,3.153,-4.788
4328.0,0.9362,-0.0732,0.3439,-0.239,2.886,-5.567
4341.0,0.9377,-0.0645,0.3432,0.181,2.741,-6.063
4354.0,0.9349,-0.0579,0.3354,-0.735,2.596,-5.773
4367.0,0.9395,-0.0658,0.3269,-3.003,2.886,-5.628
4380.0,0.9475,-0.0858,0.3243,-4.858,4.382,-6.307
4393.0,0.9399,-0.1115,0.3351,-5.537,5.993,-7.689
4406.0,0.9257,-0.1232,0.359,-3.751,6.237,-9.719
4419.0,0.9135,-0.1134,0.3675,-0.705,5.924,-12.025
4432.0,0.9079,-0.0927,0.378,1.654,4.963,-13.361
4445.0,0.9222,-0.0668,0.3638,-1.308,2.711,-16.009
4458.0,0.9282,-0.0919,0.3518,-6.255,2.062,-19.269
4471.0,0.9289,-0.1008,0.3522,-3.186,1.871,-21.025
4484.0,0.9267,-0.0881,0.338,-0.224,1.451,-22.3
4497.0,0.9276,-0.0726,0.3319,-0.949,1.398,-23.803
4510.0,0.9296,-0.0692,0.3239,-3.148,1.688,-25.719
4523.0,0.9292,-0.0724,0.316,-5.415,2.787,-27.59
4536.0,0.9178,-0.0796,0.3094,-6.636,4.337,-28.78
4549.0,0.9174,-0.0856,0.313,-7.247,5.413,-30.406
4562.0,0.9172,-0.0789,0.3168,-7.812,6.413,-33.368
4575.0,0.9102,-0.077,0.3439,-7.506,6.665,-36.193
4588.0,0.9167,-0.0554,0.3589,-2.438,5.65,-38.475
4601.0,0.9205,-0.0234,0.3695,0.684,4.108,-39.979
4614.0,0.9124,0.0166,0.3673,0.883,2.741,-40.437
4627.0,0.9117,0.0349,0.3625,-2.377,1.863,-40.093
4640.0,0.9227,0.0283,0.3516,-5.819,2.169,-40.628
4653.0,0.9249,0.022,0.357,-7.819,3.489,-41.834
4666.0,0.9178,0.0243,0.3617,-6.881,3.611,-42.987
4679.0,0.9043,0.0486,0.3706,-4.98,3.008,-43.544
4692.0,0.9049,0.0717,0.3753,-4.4,1.474,-43.704
4705.0,0.9082,0.0847,0.3645,-5.193,0.092,-43.887
4718.0,0.9072,0.0898,0.3507,-7.339,-0.068,-44.055
4731.0,0.9033,0.0889,0.3467,-8.285,0.68,-44.338
4744.0,0.8991,0.0898,0.3388,-9.43,1.291,-45.025
4757.0,0.9012,0.0969,0.3349,-9.339,2.306,-45.948
4770.0,0.8942,0.1071,0.3367,-9.331,3.512,-46.727
4783.0,0.8861,0.1135,0.338,-11.552,4.688,-47.559
4796.0,0.8781,0.1135,0.3305,-12.499,6.047,-48.628
4809.0,0.8663,0.0931,0.3454,-14.369,7.573,-50.216
4822.0,0.8703,0.0914,0.3543,-11.652,8.268,-52.964
4835.0,0.8687,0.1039,0.3636,-9.934,8.367,-56.75
4848.0,0.8684,0.1315,0.3675,-8.041,8.016,-60.383
4861.0,0.8598,0.1589,0.3704,-7.865,7.382,-63.46
4874.0,0.8554,0.1904,0.365,-8.568,6.879,-65.551
4887.0,0.8508,0.2093,0.3654,-9.56,7.047,-66.132
4900.0,0.8448,0.2174,0.355,-10.98,7.138,-66.658
4913.0,0.8419,0.2222,0.3481,-12.842,7.543,-68.124
4926.0,0.8461,0.2338,0.3344,-14.613,8.993,-70.605
4939.0,0.844,0.2438,0.3407,-15.888,11.566,-73.368
4952.0,0.8354,0.2576,0.3347,-16.682,13.818,-76.078
4965.0,0.8263,0.2902,0.3407,-15.888,16.222,-77.91
4978.0,0.8134,0.3192,0.3511,-16.018,18.268,-78.933
4991.0,0.8001,0.3337,0.3785,-15.262,18.924,-79.712
5004.0,0.7948,0.3571,0.388,-13.323,18.482,-80.88
5017.0,0.7816,0.3903,0.3915,-11.239,18.024,-80.895
5030.0,0.7827,0.4231,0.394,-10.445,18.451,-79.696
5043.0,0.7916,0.4352,0.3799,-13.835,20.68,-78.666
5056.0,0.7741,0.4656,0.3972,-17.491,24.932,-76.628
5069.0,0.7381,0.4517,0.4453,-20.087,24.535,-73.506
5082.0,0.7268,0.4403,0.4335,-20.094,23.558,-72.475
5095.0,0.7126,0.4203,0.4617,-17.636,22.863,-72.261
5108.0,0.6964,0.4292,0.4818,-11.453,19.321,-73.292
5121.0,0.6995,0.4821,0.4823,-3.667,15.97,-73.361
5134.0,0.7022,0.537,0.4927,1.44,12.703,-71.735
5147.0,0.7143,0.5946,0.4684,2.097,8.917,-69.3
5160.0,0.7133,0.6188,0.4601,-2.239,7.52,-65.735
5173.0,0.7152,0.6207,0.4533,-5.331,7.917,-62.437
5186.0,0.7104,0.6289,0.4612,-5.01,8.108,-57.574
5199.0,0.7075,0.6422,0.453,-4.728,7.657,-52.819
5212.0,0.7059,0.6484,0.4483,-6.224,8.199,-48.735
5225.0,0.6943,0.6444,0.4618,-7.201,8.031,-45.628
5238.0,0.6883,0.6508,0.4574,-6.262,7.138,-43.223
5251.0,0.6908,0.6593,0.4466,-5.652,7.482,-40.284
5264.0,0.6847,0.6685,0.469,-3.552,6.749,-37.216
5277.0,0.6892,0.6874,0.4682,-2.59,5.253,-33.467
5290.0,0.6934,0.691,0.4709,-2.384,4.077,-29.185
5303.0,0.6981,0.6937,0.4632,-3.346,4.413,-25.345
5316.0,0.6898,0.6786,0.4612,-5.56,5.84,-22.399
5329.0,0.6678,0.6605,0.4827,-4.277,5.375,-19.414
5342.0,0.6643,0.6511,0.4765,-3.728,4.97,-17.132
5355.0,0.6543,0.6396,0.4897,-0.606,4.1,-14.941
5368.0,0.6517,0.6465,0.492,3.791,1.657,-13.307
5381.0,0.6618,0.6763,0.4947,7.066,-0.182,-11.88
5394.0,0.6779,0.7106,0.4853,7.608,-1.335,-9.414
