trial_id,label,time_ms,ax,ay,az,gx,gy,gz
1,0,0.0,0.9942,0.0395,0.0107,1.295,1.65,0.059
1,0,12.0,0.9982,0.0424,-0.0003,1.448,1.627,0.082
1,0,25.0,1.0025,0.0422,0.001,0.577,1.642,-0.093
1,0,38.0,1.0009,0.0378,0.0025,0.501,1.528,-0.391
1,0,51.0,1.0048,0.0406,-0.0027,0.524,2.001,-0.483
1,0,64.0,1.0018,0.0459,-0.0041,0.799,2.657,-0.582
1,0,77.0,0.9964,0.0531,-0.0022,1.303,2.779,-0.544
1,0,90.0,0.9961,0.0575,0.0041,1.715,2.94,-0.032
1,0,103.0,0.9948,0.0619,0.0124,2.112,2.978,0.41
1,0,116.0,0.9887,0.0554,0.0216,1.081,3.054,0.548
1,0,129.0,0.9948,0.047,0.0163,-0.064,2.772,0.487
1,0,142.0,0.9913,0.0376,0.0076,-0.102,2.749,0.288
1,0,155.0,0.9978,0.0389,0.0041,0.478,2.405,0.281
1,0,168.0,0.9973,0.045,0.0032,1.089,2.627,0.311
1,0,181.0,0.9961,0.0437,0.0148,1.203,2.611,0.052
1,0,194.0,0.9998,0.0485,0.0154,0.432,2.024,-0.3
1,0,207.0,1.0037,0.0494,0.0104,-0.476,1.871,-0.643
1,0,220.0,1.0035,0.0483,0.0133,-0.606,1.879,-0.956
1,0,233.0,0.9979,0.0552,0.0086,-1.018,2.466,-1.078
1,0,246.0,0.9887,0.0509,0.0192,-0.354,2.711,-0.513
1,0,259.0,0.9846,0.0489,0.0315,-0.293,2.23,-0.002
1,0,272.0,0.9915,0.0386,0.0359,0.417,1.489,0.265
1,0,285.0,0.9921,0.0397,0.0296,1.051,1.031,0.242
1,0,298.0,0.9907,0.0402,0.0264,0.661,1.115,-0.071
1,0,311.0,0.994,0.043,0.0197,-0.423,0.894,-0.826
1,0,324.0,0.9979,0.0485,0.0085,-1.575,1.031,-1.162
1,0,337.0,0.9969,0.0518,-0.007,-0.697,1.375,-0.445
1,0,350.0,0.998,0.0575,-0.0074,0.44,2.153,0.319
1,0,363.0,1.0015,0.0554,-0.0003,0.036,2.329,0.517
1,0,376.0,0.9995,0.048,0.0064,-0.72,2.077,0.281
1,0,389.0,0.9967,0.0432,0.0076,-0.903,1.779,-0.032
1,0,402.0,1.0002,0.0415,0.0032,-0.3,1.642,0.189
1,0,415.0,1.0042,0.041,-0.0085,0.028,2.283,0.357
1,0,428.0,1.002,0.0413,-0.0095,0.188,3.253,0.288
1,0,441.0,0.9997,0.0435,0.0006,0.348,3.886,0.235
1,0,454.0,0.994,0.0425,0.0174,0.799,3.886,0.517
1,0,467.0,0.9884,0.0427,0.0273,1.013,3.314,0.51
1,0,480.0,0.9897,0.0353,0.0258,1.226,2.352,0.487
1,0,493.0,0.9901,0.0337,0.0183,0.196,1.703,-0.238
1,0,506.0,0.9972,0.0314,0.0015,0.104,1.734,-0.674
1,0,519.0,0.9963,0.033,0.0118,0.723,1.879,-0.872
1,0,532.0,0.9997,0.04,0.0063,0.646,1.894,-1.124
1,0,545.0,0.9992,0.0485,0.0047,0.73,1.848,-1.246
1,0,558.0,0.9981,0.0475,0.0087,0.432,2.092,-0.872
1,0,571.0,1.0085,0.0459,-0.0084,1.051,2.024,-0.551
1,0,584.0,1.0045,0.0472,0.0032,2.249,2.528,-0.132
1,0,597.0,0.9952,0.0454,0.01,1.898,3.131,-0.162
1,0,610.0,0.9917,0.04,0.0133,1.738,3.474,-0.277
1,0,623.0,0.987,0.045,0.0323,2.837,3.726,-0.315
1,0,636.0,0.9841,0.0515,0.0511,4.181,3.169,0.029
1,0,649.0,0.9809,0.0485,0.0752,3.715,2.169,-0.048
1,0,662.0,0.9808,0.0613,0.0716,1.364,0.688,-1.445
1,0,675.0,0.9888,0.0768,0.0585,-1.522,-0.373,-2.231
1,0,688.0,0.9932,0.0905,0.0519,-2.224,-0.999,-1.979
1,0,701.0,0.9979,0.0994,0.0442,-2.423,-1.144,-0.49
