trial_id,sign_name,time_ms,flex1,flex2,flex3,flex4,flex5,ax,ay,az,gx,gy,gz
1,UUUII,2714.0,473,889,565,880,1166,0.0717,-0.2185,0.9605,-0.423,0.589,0.136
1,UUUII,2727.0,703,713,822,443,509,0.0678,-0.2224,0.9678,-0.461,0.657,0.349
1,UUUII,2740.0,943,633,256,738,240,0.0669,-0.2227,0.9676,-0.4,0.482,0.296
1,UUUII,2753.0,1003,915,718,830,669,0.0698,-0.2241,0.968,-0.506,0.337,0.258
1,UUUII,2766.0,487,564,811,1032,479,0.0676,-0.2275,0.9673,-0.743,0.459,0.395
1,UUUII,2779.0,850,1181,1013,1053,724,0.0676,-0.2293,0.9678,-0.69,0.466,0.09
1,UUUII,2792.0,295,476,549,982,562,0.072,-0.2329,0.9668,-0.789,0.474,0.067
1,UUUII,2805.0,262,999,761,1077,1273,0.0673,-0.2307,0.9624,-0.797,0.459,-0.101
1,UUUII,2818.0,947,1078,395,798,1062,0.0688,-0.2314,0.961,-0.728,0.695,-0.002
1,UUUII,2831.0,1281,946,338,1244,1229,0.0715,-0.231,0.9566,-0.705,0.68,-0.063
1,UUUII,2844.0,970,1268,542,714,320,0.073,-0.2307,0.9568,-0.659,0.772,-0.177
1,UUUII,2857.0,922,1183,431,558,1193,0.0688,-0.229,0.9612,-0.621,0.795,-0.032
1,UUUII,2870.0,488,440,954,774,761,0.0688,-0.2275,0.961,-0.682,0.787,-0.017
1,UUUII,2883.0,483,763,1118,855,413,0.0712,-0.2302,0.9622,-0.568,0.863,-0.078
1,UUUII,2896.0,894,695,719,612,1154,0.0664,-0.2273,0.9671,-0.659,0.825,-0.017
1,UUUII,2909.0,429,1034,367,903,211,0.0678,-0.2283,0.9676,-0.583,0.894,-0.139
1,UUUII,2922.0,649,1177,646,304,621,0.0644,-0.2283,0.9624,-0.491,0.818,-0.078
1,UUUII,2935.0,474,419,1097,1157,917,0.0656,-0.23,0.9629,-0.461,0.825,-0.04
1,UUUII,2948.0,674,617,885,643,601,0.0681,-0.2288,0.9695,-0.476,0.863,-0.04
1,UUUII,2961.0,1036,978,1296,893,446,0.0683,-0.2227,0.9649,-0.331,0.787,0.052
1,UUUII,2974.0,1073,1064,530,650,229,0.0703,-0.2271,0.9585,-0.552,0.726,0.029
1,UUUII,2987.0,882,208,450,1263,1226,0.0654,-0.2266,0.9656,-0.499,0.695,-0.04
1,UUUII,3000.0,1103,993,411,1127,442,0.0669,-0.2214,0.9717,-0.545,0.695,0.113
1,UUUII,3013.0,1045,200,283,705,823,0.0659,-0.2239,0.9644,-0.667,0.856,0.067
1,UUUII,3026.0,639,879,302,434,588,0.0651,-0.2224,0.9646,-0.377,0.848,0.021
1,UUUII,3039.0,867,354,849,1176,444,0.0666,-0.2231,0.9685,-0.545,0.718,-0.063
1,UUUII,3052.0,446,820,439,1157,399,0.0634,-0.2253,0.9617,-0.789,0.757,-0.032
1,UUUII,3065.0,1073,240,919,1069,694,0.0647,-0.2251,0.9661,-0.674,0.604,-0.032
1,UUUII,3078.0,811,1099,1168,311,324,0.0656,-0.2253,0.9654,-0.629,0.757,0.021
1,UUUII,3091.0,982,362,913,533,1094,0.069,-0.2231,0.9629,-0.774,0.764,0.113
1,UUUII,3104.0,400,661,456,507,1039,0.0649,-0.2258,0.9593,-0.613,0.741,0.09
1,UUUII,3117.0,310,1107,1118,311,233,0.0661,-0.2244,0.9678,-0.674,0.619,0.143
1,UUUII,3130.0,915,574,773,933,224,0.0686,-0.2271,0.9607,-0.758,0.642,0.128
1,UUUII,3143.0,932,481,1252,1169,1097,0.0661,-0.2288,0.9644,-0.621,0.695,0.204
1,UUUII,3156.0,1066,360,570,414,314,0.0669,-0.2261,0.9678,-0.598,0.581,0.166
1,UUUII,3169.0,1140,243,217,334,595,0.0695,-0.2273,0.9632,-0.629,0.642,0.082
1,UUUII,3182.0,610,243,755,650,776,0.069,-0.2302,0.9668,-0.758,0.573,0.082
1,UUUII,3195.0,1233,699,650,887,455,0.069,-0.2317,0.968,-0.575,0.779,0.029
2,UUUII,0.0,887,1083,823,689,772,0.0712,-0.2192,0.9634,-0.064,0.321,0.617
2,UUUII,22.0,386,1194,589,1053,703,0.0737,-0.2217,0.9602,0.013,0.398,0.769
2,UUUII,35.0,276,416,792,524,1299,0.0739,-0.2229,0.959,-0.003,0.482,0.746
2,UUUII,48.0,726,948,261,1064,735,0.0766,-0.2261,0.9583,0.028,0.665,0.792
2,UUUII,61.0,610,564,462,210,678,0.0705,-0.2234,0.9629,-0.155,0.726,0.662
2,UUUII,74.0,1128,351,863,908,857,0.072,-0.2251,0.9612,-0.262,0.711,0.571
2,UUUII,87.0,1287,804,997,1197,604,0.0698,-0.2229,0.9576,-0.529,0.833,0.304
2,UUUII,100.0,706,215,581,347,868,0.0708,-0.2263,0.9729,-1.018,0.818,0.365
2,UUUII,113.0,744,1154,433,235,354,0.0698,-0.2227,0.9595,-0.995,0.818,0.227
2,UUUII,126.0,1226,269,330,752,731,0.0712,-0.2293,0.9558,-0.873,0.947,0.319
2,UUUII,139.0,838,562,498,727,273,0.0715,-0.228,0.9622,-0.797,0.749,0.273
2,UUUII,152.0,225,1269,1185,942,915,0.072,-0.2285,0.9661,-0.865,0.947,0.22
2,UUUII,165.0,574,235,1250,877,707,0.0683,-0.2317,0.9619,-0.804,0.955,0.189
2,UUUII,178.0,658,243,429,254,937,0.0654,-0.2305,0.9651,-0.812,0.871,-0.032
2,UUUII,191.0,302,879,253,979,1228,0.0612,-0.2305,0.9717,-0.743,0.825,0.006
2,UUUII,204.0,404,1035,204,829,302,0.0603,-0.2336,0.9722,-0.766,0.879,-0.147
